개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,욕실수,발한실여부,좌석수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조수,침대수,다중이용업소여부
3200000,3200000-202-1978-00447,19780130,,3,폐업,2,폐업,20030326,,,,02 8833302,282.92,151848,서울특별시 관악구 봉천동 1622-2번지 ,,,자일,2003-03-26 0:00,I,59:59.0,공동탕업,196089.2844,441666.4598,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1988-00494,19880209,,3,폐업,2,폐업,20200302,,,,02 8680114,775.5,151902,서울특별시 관악구 신림동 1647-12번지 ,서울특별시 관악구 조원로11길 9 (신림동),8700,성진,2020-03-02 11:02,U,40:00.0,공동탕업,191683.4722,442420.363,공동탕업,5,1,1,4,1,1,0,0,2,Y,0,,,,,0,,,0,0,N
3200000,3200000-202-1973-00455,19730830,,3,폐업,2,폐업,20091110,,,,02 8770266,185.66,151928,서울특별시 관악구 신림동 1458-6번지 ,,,대일탕,2009-07-07 15:26,I,59:59.0,공동탕업,193345.9058,442774.4161,공동탕업,2,1,1,2,,,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-1988-00497,19881229,,3,폐업,2,폐업,20030919,,,,02 8878181,306,151862,서울특별시 관악구 신림동 1513-8번지 ,,,제일탕,2003-09-08 0:00,I,59:59.0,공동탕업,194034.041,441026.2054,공동탕업,4,1,2,3,,,,,2,Y,,,,,자가,,,,,,N
3200000,3200000-202-1984-00410,19840501,,3,폐업,2,폐업,20090915,,,,02 8729963,411.7,151820,서울특별시 관악구 봉천동 945-25번지 ,,,우정탕,2006-05-10 0:00,I,59:59.0,공동탕업,194591.6926,442275.7654,공동탕업,4,1,2,3,,,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-2000-00515,20000802,,3,폐업,2,폐업,20030110,,,,02 8513115,336.53,151903,서울특별시 관악구 신림동 1653-1번지 ,,,강남목욕탕,2003-03-13 0:00,I,59:59.0,공동탕업,,,공동탕업,5,1,,,1,1,,,5,Y,,,,,,,,,,,N
3200000,3200000-202-2002-00001,20020422,,3,폐업,2,폐업,20021106,,,,221021999,231,151851,서울특별시 관악구 봉천동 산 4-2번지 서울대연구공원 본관지하 ,,,서울대연구공원사우나,2002-11-06 0:00,I,59:59.0,공동탕업,196467.0622,439809.6696,공동탕업,5,1,0,,1,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2001-00520,20010119,,3,폐업,2,폐업,20220218,,,,02 8741177,962.23,151840,서울특별시 관악구 봉천동 910-1 ,서울특별시 관악구 양녕로 29 (봉천동),8752,로얄스포렉스,2022-02-18 13:37,U,40:00.0,공동탕업,195188.1198,442496.4664,공동탕업,7,1,4,6,0,0,0,0,2,Y,0,,,,임대,0,0,0,0,0,N
3200000,3200000-202-1969-00446,19691224,,3,폐업,2,폐업,19960808,,,,02 8838406,140.32,151840,서울특별시 관악구 봉천동 899-12번지 ,,,현대,2001-09-29 0:00,I,59:59.0,공동탕업,195201.2293,442597.3419,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2001-00521,20010531,,3,폐업,2,폐업,20160331,,,,02 8883922,356,151844,서울특별시 관악구 봉천동 927-23번지 ,서울특별시 관악구 장군봉1길 49 (봉천동),8784,동궁탕,2014-10-01 17:34,I,59:59.0,공동탕업,194869.1984,442174.6848,공동탕업,4,1,1,3,1,1,0,0,2,Y,0,,,,,0,,,0,0,N
3200000,3200000-202-2001-00523,20010803,,3,폐업,2,폐업,20100115,,,,263342200,654.71,151050,서울특별시 관악구 봉천동 1712-8번지 관악드림타운401호 ,,,천지연,2006-05-24 0:00,I,59:59.0,공동탕업,195340.0499,443067.135,공동탕업,6,2,4,4,,,,,2,Y,,,,,자가,,,,,,N
3200000,3200000-202-1989-00481,19891207,,3,폐업,2,폐업,20070618,,,,02 8889382,264,151809,서울특별시 관악구 봉천동 30-9번지 ,,,제일대중,2006-05-22 0:00,I,59:59.0,공동탕업,196027.7531,442415.5436,공동탕업,4,1,1,2,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1986-00490,19861230,,3,폐업,2,폐업,20111018,,,,02 8778826,283.03,151865,서울특별시 관악구 신림동 387-3번지 ,,,상지,2006-05-24 0:00,I,59:59.0,공동탕업,193912.3103,441017.9112,공동탕업,3,1,1,3,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2001-00518,20010420,,3,폐업,2,폐업,20040511,,,,02 8719800,959.32,151855,서울특별시 관악구 신림동 96-3번지 ,,,태영대중사우나,2003-09-08 0:00,I,59:59.0,공동탕업,194395.5711,441502.197,공동탕업,6,1,1,3,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2006-00001,20060518,,3,폐업,2,폐업,20091125,,,,,269.4,151015,서울특별시 관악구 신림동 1705번지 금호타운상가동 2층 3층 ,,,정수대중사우나,2008-10-02 11:40,I,59:59.0,공동탕업,194421.9701,440334.0912,공동탕업,3,1,2,3,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2001-00519,20010111,,3,폐업,2,폐업,20200302,,,,02 8732327,990,151050,"서울특별시 관악구 봉천동 1703번지 성현동아아파트 상가A동 지하1-2층 상가A동 B114,B201호","서울특별시 관악구 관악로 287, 상가A동 지하1-2층 B114,B201호 (봉천동, 성현동아아파트)",8726,스타대중탕,2020-03-02 11:05,U,40:00.0,공동탕업,195999.5749,443044.701,공동탕업,4,2,0,0,1,2,0,0,4,Y,0,,,,임대,0,,,0,0,N
3200000,3200000-202-2009-00003,20090924,,3,폐업,2,폐업,20180220,,,,02  871 8333,411.7,151820,서울특별시 관악구 봉천동 945-25번지 ,서울특별시 관악구 장군봉2길 14 (봉천동),8782,우정탕,2018-02-20 13:59,I,59:59.0,공동탕업,194591.6926,442275.7654,공동탕업,0,0,2,3,0,0,0,0,6,Y,0,,,,임대,0,,,0,0,N
3200000,3200000-202-2014-00001,20140902,,3,폐업,2,폐업,20150320,,,,,171.41,151930,서울특별시 관악구 신림동 1639-51번지 ,서울특별시 관악구 관천로 38 (신림동),8776,골드스파,2015-06-23 10:10,I,59:59.0,공동탕업,193515.1288,442357.981,공동탕업,19,2,0,0,1,1,0,0,1,N,0,,,,임대,0,,,0,0,N
3200000,3200000-202-1992-00468,19920509,,3,폐업,2,폐업,20040630,,,,02 8775385,236.74,151913,서울특별시 관악구 봉천동 952-18번지 ,,,삼화목욕탕,2003-09-08 0:00,I,59:59.0,공동탕업,194497.1919,442695.9804,공동탕업,7,1,,,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1992-00469,19920410,,3,폐업,2,폐업,20010928,,,,02 8784910,0,151853,서울특별시 관악구 신림동 87-1번지 ,,,서원대중탕,2001-11-13 0:00,I,59:59.0,공동탕업,193920.1013,442215.7209,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1988-00440,19880507,,3,폐업,2,폐업,19961113,,,,02 8896126,259.91,151804,서울특별시 관악구 봉천동 480-6번지 ,,,우성탕,2001-09-29 0:00,I,59:59.0,공동탕업,195379.3338,442973.7215,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2001-00501,20010430,,3,폐업,2,폐업,20070222,,,,02 5821204,193.8,151802,서울특별시 관악구 남현동 1081-42번지 ,,,귀빈,2006-05-22 0:00,I,59:59.0,공동탕업,197797.0498,441376.8964,공동탕업,3,1,1,2,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1991-00486,19910718,,3,폐업,2,폐업,19991007,,,,208822760,282.78,151836,서울특별시 관악구 봉천동 875-7번지 ,,,하바드대중탕,2000-10-07 0:00,I,59:59.0,공동탕업,195445.4324,442127.0152,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1984-00500,19841122,,3,폐업,2,폐업,19980629,,,,02 8786554,270.33,151803,서울특별시 관악구 봉천동 3-30번지 ,,,현대,2001-09-29 0:00,I,59:59.0,공동탕업,196359.6048,443176.7353,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1970-00462,19700203,,3,폐업,2,폐업,20030326,,,,02 8863836,201.3,151843,서울특별시 관악구 봉천동 902-4번지 ,,,서울,2003-03-26 0:00,I,59:59.0,공동탕업,194935.7653,442665.333,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1999-00407,19990824,,3,폐업,2,폐업,20101108,,,,02 8787247,189,151848,서울특별시 관악구 봉천동 1611-28번지 ,,,대원탕,2006-05-24 0:00,I,59:59.0,공동탕업,195978.3301,441901.8879,공동탕업,3,1,1,2,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1983-00408,19831124,,3,폐업,2,폐업,20001101,,,,208692477,238.53,151893,서울특별시 관악구 신림동 1464-74번지 ,,,제일,2001-05-31 0:00,I,59:59.0,공동탕업,193170.4567,442395.3384,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2000-00499,20001207,,3,폐업,2,폐업,20040504,,,,02 8828511,386.4,151805,서울특별시 관악구 봉천동 41-369번지 ,,,정우,2003-09-02 0:00,I,59:59.0,공동탕업,195755.2661,442701.189,공동탕업,4,1,1,2,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1973-00464,19730928,,3,폐업,2,폐업,19970604,,,,02 8895913,167.81,151913,서울특별시 관악구 봉천동 955-30번지 ,,,봉림탕,2001-09-29 0:00,I,59:59.0,공동탕업,194348.0431,442710.165,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1970-00465,19701002,,3,폐업,2,폐업,20030924,,,,02 8781093,146.78,151830,서울특별시 관악구 봉천동 696-2번지 ,,,신안,2003-09-25 0:00,I,59:59.0,공동탕업,193690.2097,443035.3509,공동탕업,2,,1,1,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2001-00466,20010704,,3,폐업,2,폐업,20011023,,,,02 8723919,197.9,151841,서울특별시 관악구 봉천동 898-2번지 ,,,관악,2001-12-19 0:00,I,59:59.0,공동탕업,195253.1612,441939.0568,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1972-00449,19721023,,3,폐업,2,폐업,20030430,,,,02 8711092,236.69,151927,서울특별시 관악구 신림동 109-5번지 ,,,현대,2003-04-24 0:00,I,59:59.0,공동탕업,194237.1065,441104.4806,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1979-00450,19790522,,3,폐업,2,폐업,20000310,,,,208836598,220.2,151815,서울특별시 관악구 봉천동 180-125번지 ,,,신숙(새마을목욕탕),2000-10-07 0:00,I,59:59.0,공동탕업,196996.2263,441132.5602,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1970-00451,19700825,,3,폐업,2,폐업,20000729,,,,208779706,147.5,151861,서울특별시 관악구 신림동 299-3번지 ,,,양지마을,2001-12-05 0:00,I,59:59.0,공동탕업,193837.3607,440539.7276,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1968-00453,19680202,,3,폐업,2,폐업,20011110,,,,02 8515434,259.1,151900,서울특별시 관악구 신림동 1603-3번지 ,,,신림,2003-03-24 0:00,I,59:59.0,공동탕업,193544.9557,442118.2216,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1972-00435,19720107,,3,폐업,2,폐업,20010426,,,,208524717,280.32,151886,서울특별시 관악구 신림동 678-4번지 ,,,한성,2001-06-07 0:00,I,59:59.0,공동탕업,192691.6906,440207.5458,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1999-00519,19991214,,3,폐업,2,폐업,20140716,,,,02 8587115,"1,980.00",151902,서울특별시 관악구 신림동 1643번지 ,서울특별시 관악구 시흥대로 578 (신림동),8700,대중공단해수사우나,2013-11-17 19:08,I,59:59.0,찜질시설서비스영업,191376.6022,442456.7483,찜질시설서비스영업,6,4,0,0,3,4,0,0,4,Y,0,,,,임대,0,,,0,0,N
3200000,3200000-202-2000-00475,20001019,,3,폐업,2,폐업,20090916,,,,02 8379921,347.91,151869,서울특별시 관악구 신림동 1595-2번지 ,,,청수탕,2007-09-27 15:02,I,59:59.0,공동탕업,193462.6571,442261.3408,공동탕업,4,1,2,2,,,,,4,Y,,,,,,,,,,,N
3200000,3200000-202-2004-00002,20041218,,3,폐업,2,폐업,20120926,,,,02 8869750,"1,904.01",151854,서울특별시 관악구 신림동 94-208번지 ,,,쑥고개사우나,2008-11-05 14:59,I,59:59.0,찜질시설서비스영업,194458.4967,441712.9875,찜질시설서비스영업,8,3,,,1,2,,,2,Y,,,,,자가,,,,,,N
3200000,3200000-202-2013-00001,20130321,,3,폐업,2,폐업,20180612,,,,02  34736900,694.08,151800,서울특별시 관악구 남현동 1061-18번지 르미에르강남타운 2차 지하2층 ,"서울특별시 관악구 과천대로 939 (남현동, 르미에르강남타운 2차 지하2층)",8807,사당대중목욕탕,2018-06-12 9:45,I,59:59.0,공동탕업,198284.0785,441368.9093,공동탕업,0,0,0,0,0,0,0,0,2,N,0,,,,임대,0,,,0,0,N
3200000,3200000-202-2003-00004,20031227,,3,폐업,2,폐업,20160906,,,,02 8885266,892,151050,서울특별시 관악구 봉천동 1717-3번지 대우푸르지오(아)상가지하1층 ,"서울특별시 관악구 청림6길 3 (봉천동,대우푸르지오(아)상가지하1층)",8734,미샘사우나,2016-09-06 17:31,I,59:59.0,공동탕업,196384.5443,442822.9803,공동탕업,4,1,0,0,1,1,0,0,6,Y,0,,,,,0,,,0,0,N
3210000,3210000-202-1979-00003,19790831,,3,폐업,2,폐업,20050711,,,,5379990,299.9,137837,"서울특별시 서초구 방배동 853-24번지 1,2층 ",,,대영탕,2003-03-14 0:00,I,59:59.0,공동탕업,199215.5862,442939.2387,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1997-00512,19970804,,3,폐업,2,폐업,20060323,,,,02 8713139,404.62,151015,"서울특별시 관악구 신림동 1705번지 금호타운 상가동 2호,3호 ",,,정수탕,2004-09-15 0:00,I,59:59.0,공동탕업,194421.9701,440334.0912,공동탕업,20,2,2,3,,1,,,6,Y,,,,,임대,,,,,,N
3200000,3200000-202-2000-00505,20000428,,3,폐업,2,폐업,20050510,,,,02 8577351,354.2,151875,서울특별시 관악구 신림동 526-11번지 ,,,맘모스,2004-10-06 0:00,I,59:59.0,공동탕업,192563.4323,442264.09,공동탕업,6,1,2,3,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1988-00498,19881013,,3,폐업,2,폐업,20040506,,,,02 8686393,525.17,151878,서울특별시 관악구 신림동 598-175번지 ,,,서일목욕탕,2003-12-02 0:00,I,59:59.0,공동탕업,192819.555,441399.531,공동탕업,4,1,2,2,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2000-00409,20000101,,3,폐업,2,폐업,20050526,,,,02 8624154,480,151901,서울특별시 관악구 신림동 1630-30번지 ,,,수정,2004-07-06 0:00,I,59:59.0,공동탕업,193623.6781,441816.6722,공동탕업,4,1,1,4,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1993-00515,19931216,,3,폐업,2,폐업,20060403,,,,02 8374192,"1,189.02",151894,서울특별시 관악구 신림동 1478-36번지 ,,,로얄대중탕,2004-11-20 0:00,I,59:59.0,공동탕업,192360.232,441802.7224,공동탕업,4,1,3,3,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2000-00519,20000301,,3,폐업,2,폐업,20170801,,,,02 8836336,482.1,151815,서울특별시 관악구 봉천동 180-125번지 ,서울특별시 관악구 인헌길 71 (봉천동),8796,천일탕,2017-08-01 14:15,I,59:59.0,공동탕업,196996.2263,441132.5602,공동탕업,5,1,2,3,0,0,0,0,2,Y,0,,,,,0,,,0,0,N
3200000,3200000-202-1986-00489,19861211,,3,폐업,2,폐업,20060531,,,,02 8880708,318.71,151840,서울특별시 관악구 봉천동 908-57번지 ,,,봉수탕,2006-05-11 0:00,I,59:59.0,공동탕업,194996.5592,442398.5147,공동탕업,3,1,1,2,,,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-2000-00412,20000619,,3,폐업,2,폐업,20150910,,,,02 5832436,257.69,151800,서울특별시 관악구 남현동 1065-22번지 ,서울특별시 관악구 남현1가길 15 (남현동),8806,남현사우나,2016-07-08 9:49,I,59:59.0,공동탕업,197974.5979,441443.1626,공동탕업,4,1,1,4,1,1,0,0,2,Y,0,,,,,0,,,0,0,N
3200000,3200000-202-1983-00423,19830302,,3,폐업,2,폐업,20040504,,,,02 8831044,66,151826,서울특별시 관악구 봉천동 939-15번지 ,,,황금목욕탕,2003-09-02 0:00,I,59:59.0,공동탕업,194594.4525,442740.7005,공동탕업,4,1,2,3,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1986-00509,19861206,,3,폐업,2,폐업,20050726,,,,02 8881341,300,151895,서울특별시 관악구 신림동 1519-2번지 ,,,수정탕,2004-11-20 0:00,I,59:59.0,공동탕업,194318.4219,440895.7625,공동탕업,4,1,2,3,,,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-2000-00517,20000216,,3,폐업,2,폐업,20101227,,,,02 8774488,623.23,151836,서울특별시 관악구 봉천동 869-3번지 ,,,한솔사우나,2007-02-28 0:00,I,59:59.0,찜질시설서비스영업,195623.7628,442080.4134,찜질시설서비스영업,4,1,1,3,,,,,,N,,,,,자가,,,,,,N
3200000,3200000-202-1990-00482,19900115,,3,폐업,2,폐업,20030430,,,,02 8869139,285.05,151858,서울특별시 관악구 신림동 241-83번지 ,,,관악,2003-04-24 0:00,I,59:59.0,공동탕업,194587.42,440850.574,공동탕업,5,,3,3,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1969-00460,19690415,,3,폐업,2,폐업,19960419,,,,02 8772677,95.82,151808,서울특별시 관악구 봉천동 17-12번지 ,,,쌍용,2001-09-29 0:00,I,59:59.0,공동탕업,196376.662,442724.0906,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1972-00425,19721002,,3,폐업,2,폐업,19900828,,,,02 8882919,204.31,151865,서울특별시 관악구 신림동 394-2번지 ,,,유성,2001-09-29 0:00,I,59:59.0,공동탕업,193940.2032,441192.7936,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1972-00427,19720918,,3,폐업,2,폐업,19900828,,,,02 8785989,220.54,151853,서울특별시 관악구 신림동 84-22번지 ,,,대화,2001-09-29 0:00,I,59:59.0,공동탕업,193783.6553,442214.9739,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1977-00419,19771004,,3,폐업,2,폐업,19940329,,,,208779156,215.89,151859,서울특별시 관악구 신림동 242-2번지 ,,,향천,2001-12-05 0:00,I,59:59.0,공동탕업,194544.0806,440779.2261,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1984-00485,19840522,,3,폐업,2,폐업,19951122,,,,02 8820097,149.45,151805,서울특별시 관악구 봉천동 38-219번지 ,,,궁전,2001-09-29 0:00,I,59:59.0,공동탕업,,,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1984-00467,19841114,,3,폐업,2,폐업,19960626,,,,02 8880011,272.43,151823,서울특별시 관악구 봉천동 458-72번지 ,,,상은,2001-09-29 0:00,I,59:59.0,공동탕업,195533.9813,442689.2436,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1989-00502,19890826,,3,폐업,2,폐업,20021112,,,,02 8868577,370.99,151844,서울특별시 관악구 봉천동 1539-28번지 ,,,만수,2002-11-12 0:00,I,59:59.0,공동탕업,194784.6741,441901.2298,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1985-00503,19850417,,3,폐업,2,폐업,20051129,,,,02 8731497,528,151836,서울특별시 관악구 봉천동 867-10번지 ,,,한울,2004-11-20 0:00,I,59:59.0,공동탕업,195572.7748,441942.4624,공동탕업,4,1,1,4,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1985-00504,19851019,,3,폐업,2,폐업,20000825,,,,208567237,290.3,151898,서울특별시 관악구 신림동 744-32번지 ,,,신림약수,2001-12-05 0:00,I,59:59.0,공동탕업,192250.6369,441307.6417,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2000-00415,20000919,,3,폐업,2,폐업,20020326,,,,208776732,279.33,151834,서울특별시 관악구 봉천동 1671-35번지 ,,,신화,2002-04-03 0:00,I,59:59.0,공동탕업,196162.1259,442052.3562,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1982-00416,19820702,,3,폐업,2,폐업,20090601,,,,02 8572995,352,151872,서울특별시 관악구 신림동 504-6번지 ,,,신림탕,2006-05-15 0:00,I,59:59.0,공동탕업,192582.7339,442560.5926,공동탕업,4,1,2,2,,,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-1982-00420,19821208,,3,폐업,2,폐업,20010705,,,,208834697,292.05,151823,서울특별시 관악구 봉천동 890-3번지 ,,,신봉탕,2001-07-13 0:00,I,59:59.0,공동탕업,195333.9736,442445.1327,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1983-00401,19830813,,3,폐업,2,폐업,20000712,,,,208866823,240.98,151830,서울특별시 관악구 봉천동 704-11번지 ,,,성원,2001-05-30 0:00,I,59:59.0,공동탕업,193629.5355,443158.5673,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1983-00403,19830823,,3,폐업,2,폐업,19970603,,,,02 8853193,347.1,151832,서울특별시 관악구 봉천동 1639-3번지 ,,,온천,2001-09-29 0:00,I,59:59.0,공동탕업,196937.0864,441297.2261,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1983-00404,19830916,,3,폐업,2,폐업,20030411,,,,02 8835157,279.15,151809,서울특별시 관악구 봉천동 21-15번지 ,,,금수,2003-04-15 0:00,I,59:59.0,공동탕업,196145.4772,442542.5007,공동탕업,,,,,,,,,,N,,,,,,,,,,,N
3200000,3200000-202-1983-00405,19830929,,3,폐업,2,폐업,20061130,,,,02 8843625,263.88,151805,서울특별시 관악구 봉천동 41번지 ,,,평화목욕탕,2006-12-04 0:00,I,59:59.0,공동탕업,195969.1407,442683.9777,공동탕업,3,1,1,2,1,1,,,2,Y,,,,,임대,,,,,,N
3200000,3200000-202-1983-00406,19831022,,3,폐업,2,폐업,20051007,,,,02 8777282,449.57,151856,서울특별시 관악구 신림동 122-4번지 ,,,보금,2004-11-20 0:00,I,59:59.0,공동탕업,194466.2283,441054.294,공동탕업,4,1,1,1,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-2017-00001,20170714,,3,폐업,2,폐업,20200925,,,,02 8825088,99,151848,서울특별시 관악구 봉천동 1663-3 ,"서울특별시 관악구 봉천로 535, 3층 (봉천동)",8789,연승,2020-09-25 11:20,U,40:00.0,찜질시설서비스영업,196170.0999,441860.1746,찜질시설서비스영업,6,0,3,3,,,0,0,0,N,0,,,,임대,0,0,0,0,0,N
3200000,3200000-202-2007-00001,20070628,,3,폐업,2,폐업,20180109,,,,02   8773827,977.6,151836,서울특별시 관악구 봉천동 867-10번지 ,서울특별시 관악구 관악로15길 23-16 (봉천동),8787,한울사우나,2018-01-09 8:58,I,59:59.0,찜질시설서비스영업,195572.7748,441942.4624,찜질시설서비스영업,10,5,,,1,2,0,0,8,Y,0,,,,임대,0,,,,,N
3200000,3200000-202-2016-00002,20161018,,3,폐업,2,폐업,20210415,,,,,211,151903,서울특별시 관악구 신림동 1655-21 ,"서울특별시 관악구 시흥대로 지하 554, 1층 (신림동)",,힐링남성전용사우나,2021-04-15 15:03,U,40:00.0,공동탕업,191223.8272,442252.2257,공동탕업,4,1,,,1,1,0,0,1,N,0,,,,임대,0,0,0,0,0,N
3200000,3200000-202-2017-00002,20171123,,3,폐업,2,폐업,20201210,,,,,196,151892,서울특별시 관악구 신림동 1432-79 ,"서울특별시 관악구 신림로 349, 지하1층 (신림동)",8760,WD사우나,2020-12-11 8:54,U,40:00.0,공동탕업,193672.292,442595.2015,공동탕업,18,3,,,1,1,0,0,1,N,0,,,,임대,0,0,0,0,0,N
3200000,3200000-202-1983-00422,19830126,,3,폐업,2,폐업,20020715,,,,02 8649292,407.04,151876,서울특별시 관악구 신림동 530-1번지 ,,,우림,2002-07-16 0:00,I,59:59.0,공동탕업,192312.7177,442379.6541,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1977-00445,19770526,,3,폐업,2,폐업,20000712,,,,208774612,120.27,151844,서울특별시 관악구 봉천동 1537-1번지 ,,,봉신,2001-05-22 0:00,I,59:59.0,공동탕업,194631.9277,441776.6771,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-2001-00506,20010426,,3,폐업,2,폐업,20201229,,,,02 8872255,381.89,151890,서울특별시 관악구 신림동 1423-6 ,서울특별시 관악구 봉천로12길 55 (신림동),8754,황실대중목욕탕,2020-12-29 10:47,U,40:00.0,공동탕업,193769.458,442681.5531,공동탕업,5,1,2,2,0,0,0,0,2,Y,0,,,,임대,0,,,0,0,N
3200000,3200000-202-1986-00507,19860910,,3,폐업,2,폐업,20000615,,,,208777740,319.09,151890,서울특별시 관악구 신림동 1409-8번지 ,,,동신,2001-06-01 0:00,I,59:59.0,공동탕업,194092.1378,442602.7357,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1986-00508,19861120,,3,폐업,2,폐업,19991028,,,,208666347,262.72,151903,서울특별시 관악구 신림동 1652-9번지 ,,,수정,1999-10-28 0:00,I,59:59.0,공동탕업,191555.027,442332.9871,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
3200000,3200000-202-1987-00492,19870904,,3,폐업,2,폐업,20070615,,,,02 8742903,240.43,151811,서울특별시 관악구 봉천동 49-35번지 ,,,유하탕,2006-05-24 0:00,I,59:59.0,공동탕업,195702.4295,442434.3256,공동탕업,3,1,2,3,,,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1988-00493,19880201,,3,폐업,2,폐업,20030225,,,,02 8752111,910.15,151836,서울특별시 관악구 봉천동 883-14번지 ,,,우주목욕탕,2003-03-11 0:00,I,59:59.0,공동탕업,195344.6342,442139.5415,공동탕업,5,1,1,5,1,1,,,2,Y,,,,,,,,,,,N
3200000,3200000-202-1988-00495,19880913,,3,폐업,2,폐업,19980105,,,,208838644,377.59,151825,서울특별시 관악구 봉천동 492-26번지 ,,,구암,2001-06-04 0:00,I,59:59.0,공동탕업,195216.523,442922.774,공동탕업,0,0,0,,0,,0,0,0,N,0,,,,,,,,,,N
